500
0,59,0,0,46,0,0,0,0,0,0,75,0,73,0,0,0,47,0,38,0,0,0,0,0,0,0,0,0,67,0,0,22,76,0,0,63,0,90,28,0,0,0,0,0,41,0,20,36,29,29,0,0,43,0,0,0,0,75,0,10,0,0,0,69,0,0,90,0,0,30,0,0,0,0,20,0,0,63,0,21,0,52,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,45,52,0,0,0,13,71,0,0,0,0,0,0,0,0,75,0,34,4,89,12,0,0,34,0,77,0,85,16,76,0,0,0,25,51,0,0,0,0,0,0,0,62,30,0,15,0,0,0,88,0,0,0,0,60,0,0,0,0,0,0,0,0,70,20,0,56,0,0,0,66,0,0,72,0,0,71,0,51,0,74,14,0,0,0,0,0,0,47,0,0,0,0,0,87,47,0,0,17,51,54,0,74,0,0,0,0,0,0,19,57,0,0,0,0,83,63,35,0,0,16,0,0,45,41,0,40,0,0,76,36,27,44,0,74,0,51,0,0,39,79,89,0,46,0,0,0,0,41,0,0,0,22,0,35,15,0,7,23,87,0,0,0,77,0,0,0,0,27,0,0,87,11,0,0,0,24,0,0,76,0,74,0,35,0,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,41,0,0,68,49,0,0,76,55,27,11,41,31,0,0,0,0,0,0,61,45,0,67,0,67,35,0,90,0,0,0,0,14,0,0,45,0,67,0,0,0,0,71,0,74,47,0,0,0,49,0,39,0,0,0,0,0,11,60,74,0,0,0,0,0,14,0,0,40,0,0,64,0,52,0,0,0,0,0,0,41,0,0,76,73,0,2,0,52,19,0,0,0,6,0,16,0,21,81,0,0,0,0,54,0,60,0,0,0,31,0,0,0,0,0,86,0,59,0,0,0,0,0,0,0,0,0,0,0,77,36,0,0,62,56,31,0,0,50,20,29,0,25,1,0,0,55,0,0,36,50,39,0,0,0,0,0,50,33,0,0,0,0,18,27,2,0,0,0,79,0,0,0,0,17,0,56,0,0,0,0,0,49,66,0,0,41,0,18,0,22,0,0,0,54,27,0,0,0
0,0,76,0,0,80,25,0,0,7,72,37,73,26,0,74,0,41,72,78,42,5,62,0,40,0,0,83,12,87,0,0,22,32,0,0,0,0,0,28,0,34,0,0,0,0,84,65,0,70,0,80,0,0,83,1,53,0,56,0,0,35,0,81,0,7,83,0,0,33,62,0,0,0,48,0,0,41,0,0,0,0,0,0,0,57,0,72,0,83,0,74,0,90,0,3,0,0,0,90,0,0,0,0,0,0,27,34,45,0,18,0,28,0,0,0,0,21,76,0,0,0,11,0,15,0,0,57,0,43,0,0,0,0,0,12,0,0,0,82,35,0,69,25,0,56,83,0,28,6,89,11,0,65,0,0,0,0,0,0,84,0,69,0,0,56,0,44,0,76,0,29,83,84,0,0,17,77,0,10,86,19,43,0,17,0,57,0,0,0,0,0,0,19,0,23,0,0,0,37,33,59,86,0,0,0,0,0,0,0,23,58,0,0,6,45,0,0,40,59,79,24,0,53,0,0,0,0,8,87,0,0,0,53,0,9,0,0,0,0,82,0,0,0,51,0,75,0,0,0,0,43,0,0,0,0,0,0,0,87,0,0,0,0,60,0,62,0,0,0,5,0,0,0,0,47,39,57,4,55,0,0,76,0,0,0,0,0,38,8,0,0,59,9,0,0,0,63,0,0,0,59,0,0,0,0,45,33,88,65,0,75,78,0,0,0,61,0,58,4,75,53,64,0,0,72,0,0,0,24,0,0,0,0,0,0,0,0,47,1,0,0,90,0,0,26,0,0,0,17,0,63,85,0,0,47,0,57,0,0,0,0,0,13,0,0,52,13,5,0,0,28,87,0,0,0,0,0,0,48,40,0,0,81,34,0,0,0,28,0,0,0,0,29,0,0,49,0,0,0,0,8,73,73,0,40,0,0,0,0,0,0,0,59,87,0,49,35,62,72,0,0,0,45,75,37,0,0,44,0,0,38,0,0,42,54,28,13,37,0,0,0,58,3,0,70,0,54,67,0,0,76,0,0,33,0,54,82,0,0,0,0,0,0,0,51,0,20,0,79,0,43,67,0,0,14,0,0,0,0,80,0,0,15,0,0,0,0,3,0,55,62,0,86,0,79,0,0,22,0
0,0,0,52,0,0,60,27,0,90,72,0,12,0,0,0,0,64,0,46,0,80,0,76,77,0,41,0,0,0,0,78,0,77,70,0,19,0,0,0,0,29,0,0,0,0,0,77,28,0,0,39,12,72,23,0,89,0,0,0,0,0,82,0,11,0,0,0,50,42,0,0,18,51,0,0,45,0,25,52,0,81,35,47,47,47,0,44,0,0,61,0,87,27,27,0,0,0,0,0,72,83,0,0,0,29,0,0,0,0,85,0,0,0,0,0,36,77,0,61,0,0,27,60,42,0,0,0,0,42,0,0,0,82,51,18,68,0,47,0,0,22,0,0,0,33,77,11,0,0,0,85,79,0,0,0,0,0,0,0,0,17,47,0,48,76,66,0,35,0,9,0,0,0,26,0,52,86,81,0,0,15,0,70,0,0,0,52,56,28,90,23,73,35,0,0,29,0,0,60,0,10,0,90,0,0,0,0,74,0,69,73,0,27,0,73,59,0,42,0,0,0,0,0,0,12,0,0,0,61,0,0,59,0,0,50,0,72,33,0,0,0,0,32,0,52,19,61,0,49,33,0,0,67,7,0,0,0,0,65,0,69,0,76,0,0,0,39,89,59,21,0,90,0,11,48,0,77,0,0,0,0,11,11,84,0,0,0,0,85,90,0,0,7,22,82,62,0,0,66,69,0,0,59,0,0,84,0,82,0,0,22,0,81,15,24,0,0,6,90,19,27,0,0,60,48,0,0,20,42,0,69,48,0,0,0,0,5,31,0,0,0,70,33,78,67,87,0,0,44,0,0,14,0,0,0,21,0,51,0,58,0,0,0,0,0,33,0,0,0,0,0,63,0,0,0,60,0,63,52,17,0,0,0,68,0,0,64,32,0,0,0,0,0,48,0,0,83,35,84,0,0,10,0,59,0,88,30,52,0,0,0,0,55,85,53,58,0,0,14,0,0,0,0,0,0,0,18,0,0,0,0,0,28,0,88,0,4,83,0,0,0,0,26,0,0,0,81,23,0,0,79,0,0,58,0,0,0,0,54,33,0,57,73,0,0,0,0,84,43,0,0,36,0,0,0,0,71,78,40,0,35,2,0,74,77,14,0,2,23,0,69,23,73,49,0,2,0,0,0
0,0,77,0,18,0,0,0,18,20,0,0,0,0,0,0,34,0,5,0,81,8,0,0,48,87,33,0,14,0,51,0,74,36,0,0,0,0,0,0,75,0,11,0,0,0,0,33,3,0,0,0,0,0,0,6,34,0,31,0,0,0,0,3,2,16,56,0,0,0,0,0,0,0,69,0,0,67,0,0,0,0,63,84,0,0,54,85,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,59,51,0,10,0,86,0,0,0,0,0,0,75,0,0,11,0,11,81,0,75,0,0,0,29,0,0,0,0,17,0,0,0,0,0,15,28,76,0,3,0,80,13,0,31,0,0,0,47,0,0,0,39,27,0,0,0,36,0,0,0,0,0,65,0,0,0,1,74,0,0,5,0,0,14,0,73,0,79,72,0,0,0,23,0,19,0,0,61,67,0,0,14,0,65,0,0,0,0,0,68,7,0,0,29,0,90,0,0,0,85,0,0,0,0,58,13,0,0,0,0,0,9,0,0,77,16,0,0,0,2,84,7,0,58,29,10,28,0,0,0,0,44,52,11,73,0,0,0,0,0,33,0,0,0,48,0,59,0,87,0,66,0,83,10,0,0,0,26,35,0,39,0,0,27,49,3,0,0,0,12,0,46,0,0,0,0,21,0,0,8,0,0,0,53,26,0,0,15,2,74,75,59,0,36,55,0,50,74,90,40,0,0,0,0,0,86,0,0,36,0,0,0,0,81,43,5,0,0,23,21,0,0,0,55,62,63,0,0,0,0,0,0,62,61,0,0,0,0,0,11,10,0,29,0,0,0,25,0,70,0,0,0,40,0,0,24,0,7,0,0,9,0,0,0,0,0,78,0,0,0,0,0,0,2,0,0,19,0,56,31,23,0,0,0,36,13,55,43,18,0,0,0,0,0,0,0,17,9,0,20,0,14,0,0,26,11,8,89,35,0,15,0,0,0,0,72,62,0,0,76,0,0,7,0,0,60,8,79,0,0,0,49,0,0,0,1,0,0,0,0,0,56,1,13,0,72,0,0,0,39,0,0,58,0,0,87,0,0,2,79,67,15,0,0,0,74,64,0,1,20,0,13,37,15,0,0,0,15,0,0
0,1,55,0,0,0,0,7,0,0,32,0,42,0,0,0,3,0,25,4,0,0,0,81,0,0,3,0,0,38,0,0,0,18,0,61,37,34,0,0,0,8,0,0,11,0,77,0,38,0,0,0,0,0,0,89,8,47,0,55,0,0,24,87,0,0,0,32,0,60,0,25,0,77,0,0,0,0,52,48,21,0,0,0,36,0,33,0,25,0,0,90,0,39,0,4,0,0,83,0,0,0,0,0,37,46,0,0,0,85,60,33,75,0,0,51,0,50,15,0,88,48,0,48,11,0,0,0,1,0,0,24,51,0,3,2,0,59,0,0,0,0,0,10,20,54,0,61,0,0,0,46,0,0,0,74,48,0,86,0,0,0,0,0,0,0,22,74,4,35,0,87,42,56,0,0,0,32,34,42,0,0,0,53,0,0,0,0,73,0,0,0,14,0,38,0,0,0,0,0,0,0,47,0,0,38,0,0,46,64,50,0,0,85,0,0,31,88,0,0,0,0,29,83,30,0,0,0,0,87,0,21,0,0,0,71,0,0,0,59,0,0,0,0,0,38,0,0,0,0,0,0,0,41,0,0,29,21,0,0,79,0,80,0,69,60,39,0,0,0,70,63,0,13,72,0,18,0,28,31,0,0,0,89,80,0,0,0,6,0,0,88,8,0,0,0,0,0,13,0,0,0,32,0,0,23,0,30,0,0,0,0,48,52,0,79,59,0,0,0,0,37,0,36,0,0,51,0,17,84,27,85,86,67,29,0,78,0,0,0,0,42,0,12,0,0,38,0,0,74,9,4,0,0,0,36,0,0,0,57,21,0,0,26,16,0,0,0,30,0,15,38,41,61,48,0,0,0,0,0,39,16,0,71,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,81,89,0,1,0,0,72,87,0,61,54,0,60,0,20,0,0,0,78,0,0,0,0,0,0,0,0,0,0,68,0,0,85,0,0,34,0,0,23,0,0,0,0,0,0,0,0,0,0,0,38,48,1,0,63,0,0,0,30,68,82,0,0,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,5,27,57,0,73,0,0,0,9,0,0,16,0,63,74,60
65,84,82,0,78,0,41,0,0,0,0,30,55,85,51,0,0,0,0,33,47,0,29,0,0,0,0,0,0,0,0,36,50,0,0,0,51,0,0,21,29,6,0,47,0,68,69,0,0,0,90,0,0,0,0,5,0,12,48,0,0,61,0,0,0,0,0,0,0,0,85,0,36,58,0,64,0,0,36,0,15,78,69,0,81,27,0,0,60,59,0,0,83,0,24,0,0,0,0,0,42,0,0,0,86,0,0,30,0,0,19,0,0,0,0,5,0,0,0,0,48,28,0,47,0,17,0,0,11,26,0,0,31,0,89,0,37,1,0,0,15,85,70,0,0,0,0,0,22,20,0,0,0,17,0,9,0,13,84,26,69,0,0,85,13,0,48,0,0,56,0,0,0,0,75,0,18,0,0,0,37,0,44,0,0,0,0,0,0,60,0,0,78,13,22,0,0,0,0,9,4,0,57,77,14,0,0,66,0,0,22,33,86,0,0,0,0,42,0,75,72,3,55,0,0,0,0,0,0,88,73,40,55,0,0,0,85,89,0,0,75,88,23,5,0,0,0,0,76,0,39,0,0,0,0,10,0,0,0,0,0,64,0,0,78,0,0,72,0,63,0,0,0,0,48,9,0,0,74,38,0,0,0,0,64,5,0,0,0,65,48,2,30,0,0,0,0,11,0,44,0,68,0,0,82,0,0,0,37,59,66,47,0,17,0,22,0,0,0,0,57,15,0,63,0,0,0,8,0,0,25,81,0,0,9,46,10,30,0,87,17,0,0,38,42,0,0,56,76,36,11,0,62,25,39,0,0,0,0,32,34,0,76,0,0,81,0,0,67,0,29,21,0,0,6,57,0,39,0,0,44,0,0,0,0,0,53,0,0,0,0,77,0,0,0,0,0,34,0,0,26,54,0,0,0,17,3,32,17,66,7,37,0,31,10,0,86,9,0,0,0,0,0,85,15,35,0,0,31,0,51,15,71,90,0,0,0,0,0,19,43,0,0,0,0,0,0,0,0,67,78,28,77,0,3,0,0,0,77,0,33,0,51,0,0,0,0,0,0,0,21,32,0,63,0,0,0,0,43,0,33,23,33,0,0,0,0,88,0,0,0,25,0,1,0,0,50,25,0,33
0,15,0,0,0,0,0,0,60,0,0,0,66,85,18,37,0,0,42,84,0,0,81,75,0,0,0,0,0,0,0,46,48,53,75,0,0,12,0,90,85,0,63,58,0,0,0,0,0,46,0,0,0,0,0,0,0,72,79,0,75,0,17,0,0,0,49,61,0,11,83,0,0,0,0,0,0,0,0,0,33,0,82,0,0,49,0,60,0,79,29,0,0,30,0,59,83,0,0,0,0,0,0,0,0,63,0,8,0,0,70,0,0,13,0,60,0,0,8,0,0,0,26,0,0,12,0,84,0,0,0,0,0,68,0,0,76,0,0,13,19,0,21,0,0,21,20,86,0,89,0,0,83,4,0,9,0,84,0,0,0,17,0,34,38,0,0,0,32,0,0,59,0,0,0,0,0,22,85,0,88,42,63,0,0,0,59,0,0,0,2,0,0,57,0,0,45,43,0,0,80,0,0,33,0,0,44,0,0,0,0,0,21,31,0,0,0,0,0,81,0,0,0,66,0,0,0,0,0,0,0,0,22,0,35,0,0,0,0,42,0,0,0,89,66,35,51,0,0,0,59,0,1,0,72,17,33,52,61,0,29,0,33,0,0,0,0,0,0,0,39,0,0,0,0,70,67,0,1,10,65,0,0,28,0,0,0,55,48,0,0,0,0,76,0,0,0,0,0,65,25,0,0,0,0,3,85,0,21,0,0,23,43,76,83,0,0,33,0,73,54,44,88,0,37,0,81,52,1,39,35,0,0,81,0,0,0,0,0,0,48,0,0,79,0,69,45,0,0,0,22,53,9,0,88,0,39,0,9,71,78,0,0,0,0,0,49,0,0,47,64,78,12,83,0,0,0,0,0,0,0,12,49,63,0,0,0,0,8,0,2,42,36,85,0,67,42,0,78,0,58,0,0,36,0,0,28,30,28,0,0,39,0,0,0,0,52,0,0,0,0,80,0,0,61,58,41,61,0,0,66,58,46,0,0,0,0,0,0,79,29,0,0,2,0,0,75,17,66,0,0,0,51,0,0,0,63,0,0,0,0,0,0,0,0,0,0,10,51,71,39,0,0,0,0,85,0,0,6,4,0,0,0,0,0,0,26,0,79,29,0,88,74,32,0,0,58,53,0,0
0,89,43,8,0,23,0,0,0,0,0,0,90,0,52,62,78,0,0,54,22,37,74,48,0,0,0,34,29,0,0,27,38,66,0,0,16,6,0,0,0,11,70,0,0,21,48,0,0,0,0,0,0,84,0,0,0,7,0,35,26,42,6,3,0,0,0,82,64,0,0,0,34,0,0,0,0,73,89,58,0,0,0,77,0,0,37,0,0,0,62,0,0,0,0,0,54,0,0,0,0,27,0,0,0,0,35,0,0,0,67,78,0,67,0,0,0,44,0,0,54,23,0,0,52,0,83,0,90,59,0,0,0,0,67,51,0,0,14,0,55,0,25,0,0,0,0,0,51,0,0,0,0,0,82,0,0,21,0,0,0,87,81,0,0,67,47,65,0,45,18,62,46,0,23,0,0,0,42,49,21,0,0,43,73,0,21,0,56,0,0,86,22,0,1,0,0,0,30,88,0,66,11,0,0,84,0,0,0,0,0,0,0,56,0,0,0,0,0,41,0,0,0,6,0,78,0,37,0,82,0,0,81,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,82,82,0,20,0,77,60,0,0,30,16,61,0,0,0,63,45,0,0,0,39,0,0,76,0,0,0,0,0,0,0,29,23,0,0,0,73,75,56,0,0,73,44,0,0,49,0,0,78,0,0,0,0,0,0,38,0,0,0,0,0,42,0,3,0,0,0,32,0,0,0,49,81,0,0,53,0,0,85,0,45,0,12,29,0,0,0,0,0,0,0,52,0,0,66,0,0,0,0,0,81,12,11,0,0,79,0,28,26,59,0,0,21,0,0,0,47,0,83,0,3,78,0,0,0,0,0,8,1,55,0,77,0,38,0,0,74,0,0,0,0,33,62,40,72,47,7,0,80,0,0,0,0,0,4,72,58,0,0,0,0,0,35,0,0,0,0,0,80,47,20,70,0,54,1,0,44,0,66,11,0,0,80,0,0,48,0,65,0,0,0,0,1,0,74,0,0,76,0,0,0,0,56,19,0,47,21,56,0,0,12,0,4,0,8,0,0,0,0,0,24,0,23,0,38,13,31,0,3,0,40,0,24,0,0,81,0,89,53,0,0,0,57,0,39,0,42,45,54,0,0
20,0,0,4,0,0,65,0,0,0,0,0,5,0,57,0,48,0,67,15,0,0,0,0,70,0,88,0,0,22,85,0,65,0,0,15,0,0,0,0,0,34,68,31,0,17,0,0,0,0,42,12,0,0,81,0,0,0,0,73,0,35,39,0,0,0,0,0,13,41,83,0,0,0,0,19,0,0,19,76,0,74,0,0,84,35,20,0,0,59,21,0,77,0,42,0,0,73,40,0,7,0,43,30,0,0,0,0,0,41,13,0,0,0,52,0,20,0,0,0,81,3,0,84,0,0,2,0,51,0,0,0,36,0,2,28,86,10,26,74,57,89,0,0,20,72,14,4,0,0,0,0,0,0,0,48,0,0,80,2,18,0,13,5,89,0,0,72,0,0,0,0,53,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,16,0,0,0,81,0,37,0,86,0,68,0,0,0,0,0,0,70,50,0,22,81,4,0,35,0,62,0,0,53,74,52,0,40,0,78,65,69,0,0,29,0,0,0,0,0,0,17,0,89,0,33,43,0,0,0,0,0,0,0,38,86,4,12,82,0,0,0,0,65,0,0,14,37,80,0,0,0,0,0,90,0,0,41,0,0,0,0,86,53,0,57,15,0,0,0,33,30,0,0,0,0,0,0,0,0,0,5,0,16,0,81,0,34,0,17,38,0,0,83,0,0,0,0,0,0,36,26,73,0,87,0,0,0,0,6,22,0,0,41,9,0,0,0,21,0,0,0,63,41,80,0,0,0,0,82,0,84,0,0,0,0,0,0,0,13,28,41,0,0,0,0,11,83,0,26,0,32,20,0,0,73,0,21,57,85,0,74,78,70,9,0,0,40,0,84,0,0,0,0,0,0,0,56,12,0,14,0,0,27,65,58,0,0,0,0,0,0,79,64,0,2,0,0,0,33,0,0,68,0,0,85,9,18,61,87,69,51,28,0,0,0,24,37,59,0,45,0,0,0,0,0,0,0,0,72,66,0,77,22,50,75,11,46,0,53,0,0,0,89,0,82,45,0,64,0,0,83,0,0,0,0,84,0,0,62,0,58,18,29,2,61,28,23,0,34,53,0,0,41,0,0,0,54,0,0,0,0,0,87,0,0
62,0,61,54,51,0,43,44,73,0,77,0,81,0,11,0,83,0,84,23,83,0,55,0,49,63,4,0,34,16,0,0,0,49,34,0,0,0,0,58,0,0,0,0,80,38,89,0,54,0,0,0,84,0,24,0,81,0,0,81,61,0,68,0,5,0,22,36,0,24,0,0,43,0,10,70,0,55,51,0,0,26,45,0,0,73,24,3,0,0,0,11,0,0,31,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,86,33,90,0,88,0,0,0,0,0,78,0,0,0,0,31,0,0,0,37,39,0,76,8,83,12,76,0,0,0,0,0,51,65,0,0,0,0,90,43,0,2,80,68,0,0,0,0,63,0,0,76,0,0,0,88,50,0,71,52,86,0,81,0,0,0,0,0,0,0,47,0,40,0,48,40,0,0,55,0,14,0,0,0,0,16,8,11,5,0,0,0,0,82,0,0,0,64,0,0,3,0,0,33,0,9,73,21,0,0,41,0,74,0,0,52,25,0,0,0,9,0,0,43,45,33,4,62,59,53,27,0,0,0,0,0,57,0,79,14,0,0,0,0,80,43,0,29,55,0,0,0,9,0,0,0,0,73,65,0,7,0,0,28,0,0,38,35,0,0,37,40,0,0,0,0,67,79,0,7,0,0,0,0,69,28,0,0,0,0,0,0,0,0,90,89,27,0,0,0,0,0,0,65,0,0,0,10,21,0,0,0,0,34,36,0,41,0,77,57,0,0,0,0,0,73,0,54,0,0,0,0,0,43,0,0,25,0,0,18,0,85,0,55,0,69,0,24,0,50,0,0,62,13,52,0,0,84,14,0,71,0,0,0,87,0,0,0,0,78,73,0,0,53,0,67,0,0,0,0,0,0,9,0,0,0,56,0,0,0,0,0,65,73,47,0,67,0,63,8,0,0,8,0,19,75,0,0,88,61,76,0,0,0,0,0,0,50,0,0,68,29,0,11,5,0,11,0,0,14,0,0,0,0,39,1,7,0,0,0,5,0,0,0,0,0,0,0,0,0,31,0,43,0,0,0,0,0,0,10,45,0,27,0,0,0,0,0,57,0,0,48,0,0,0,0,0,0,0,24,0,33,28,0,62,84,0,12,0
